id,sequence,task,choices,response,response_type,domain,task_original,choices_original
RJOUYM,3,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
ITPDTB,15,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
RJOUYM,4,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
ABYNZM,10,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
HCTJTZ,8,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ENYFOZ,10,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
ZVUDPM,0,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
ABYNZM,11,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
BQCPBP,14,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
RJOUYM,7,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
MSMNYL,6,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
RJOUYM,8,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
RJOUYM,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
RJOUYM,13,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ENYFOZ,11,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
ZVUDPM,1,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
MSMNYL,7,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
RJOUYM,14,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
LYDHGN,13,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
ENYFOZ,12,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
HCTJTZ,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
MSMNYL,8,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
LYDHGN,15,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
ZVUDPM,4,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ENYFOZ,15,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
HCTJTZ,10,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
ZVUDPM,6,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
ZVUDPM,7,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
ZVUDPM,8,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
ZVUDPM,10,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
ZVUDPM,12,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
HCTJTZ,13,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
ZVUDPM,15,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
HCTJTZ,15,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
NYYAIK,1,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
NYYAIK,2,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
NYYAIK,3,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
NYYAIK,4,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
NYYAIK,5,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
GREYJU,1,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
GREYJU,2,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
GREYJU,3,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
NYYAIK,6,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
GREYJU,4,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
GREYJU,5,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
NYYAIK,8,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
GREYJU,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
NYYAIK,9,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
GREYJU,10,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
GREYJU,12,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
NYYAIK,11,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
BSMYXJ,6,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
BSMYXJ,7,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
BSMYXJ,8,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
NYYAIK,13,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
NYYAIK,14,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
NYYAIK,15,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
BSMYXJ,11,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
BSMYXJ,14,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
BSMYXJ,15,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
JRUEDT,2,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
JRUEDT,3,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
JRUEDT,4,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
JRUEDT,6,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
JRUEDT,7,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
JRUEDT,12,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
JRUEDT,13,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
JRUEDT,14,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
JRUEDT,15,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
RLUWXI,0,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
PQOYOD,0,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
PQOYOD,1,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
RLUWXI,3,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
PQOYOD,3,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
RTGHJG,1,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
RTGHJG,2,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
RTGHJG,3,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
PQOYOD,6,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
RTGHJG,6,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
RTGHJG,7,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
PQOYOD,7,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
RTGHJG,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
RTGHJG,11,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
RTGHJG,12,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
RTGHJG,13,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
RTGHJG,15,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
PQOYOD,12,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
LAHCDY,0,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
LAHCDY,2,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
LAHCDY,3,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
LAHCDY,5,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
LAHCDY,6,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
LAHCDY,10,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
LAHCDY,12,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
LAHCDY,13,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
RLUWXI,14,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
LAHCDY,15,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
WRMLEY,1,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
WRMLEY,3,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
WRMLEY,5,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
WRMLEY,7,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
WRMLEY,8,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
WRMLEY,12,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
WRMLEY,13,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
SOBMUT,2,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
SOBMUT,5,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
SOBMUT,6,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
SOBMUT,9,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
SOBMUT,12,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
SOBMUT,13,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
TOIMMB,2,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
SOBMUT,14,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
SOBMUT,15,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
TOIMMB,4,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
TOIMMB,5,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
TOIMMB,9,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
TOIMMB,10,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
ZDVTEM,1,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
ZDVTEM,6,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
TIRGAE,0,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
TIRGAE,1,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
TIRGAE,2,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
TIRGAE,3,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
TIRGAE,9,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
TIRGAE,14,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
ZUFRMJ,3,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
ZUFRMJ,4,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
LBNJSN,2,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
LBNJSN,3,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
LBNJSN,5,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
LBNJSN,6,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
LBNJSN,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
LBNJSN,10,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
LBNJSN,14,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
VAHOSK,2,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that {A} OR it is impossible that {B}, OR BOTH","It is impossible that: {A} OR {B}, OR BOTH "
VAHOSK,4,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
VAHOSK,5,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
VAHOSK,6,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
VAHOSK,7,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
VAHOSK,8,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that:  {IA}   AND {IB}  ,It is impossible that  {IA}   AND it is impossible that {IB}  
VAHOSK,9,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that {A} AND it is possible that {B}  ,It is possible that: {A} AND {B}  
VAHOSK,11,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
VAHOSK,12,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
VAHOSK,13,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
VAHOSK,14,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
VAHOSK,15,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {IB}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
HXZHAN,0,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}, OR BOTH",It is possible that: {A} AND {B}  
HXZHAN,1,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that {A} OR it is possible that {B}  , OR BOTH",It is possible that: {A} AND {B}  
HXZHAN,3,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
HXZHAN,7,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
HXZHAN,9,or;not;possible;A;not;possible;B,not;possible;or;A;B,False,verify,modal,"It is impossible that  {IA}   OR it is impossible that {B}, OR BOTH","It is impossible that:  {IA}   OR {IB}, OR BOTH "
CHQXIM,1,or;possible;A;possible;B,possible;and;A;B,False,verify,modal,"It is possible that  {IA}   OR it is possible that {IB}, OR BOTH",It is possible that:  {IA}   AND {IB}  
CHQXIM,15,and;possible;A;possible;B,possible;and;A;B,False,verify,modal,It is possible that  {IA}   AND it is possible that {IB}  ,It is possible that:  {IA}   AND {IB}  
EGVVEF,0,not;possible;and;A;B,and;not;possible;A;not;possible;B,False,verify,modal,It is impossible that: {A} AND {B}  ,It is impossible that {A} AND it is impossible that {B}  
