id,sequence,task,choices,response,response_type,domain,task_original,choices_original
ASZDZY,1,possible;A,possible;not;A,True,verify,modal,It is possible that it will {A},It is possible that it will {notA}
ASZDZY,2,possible;A,A,True,verify,modal,It is possible that it will {A},It will {A}
ASZDZY,3,possible;not;A,not;A,True,verify,modal,It is possible that it will {notA},It will {notA}
AUCUUB,0,possible;A,A,True,verify,modal,It is possible that it will {A},It will {A}
AUCUUB,1,possible;A,possible;not;A,True,verify,modal,It is possible that it will {A},It is possible that it will {notA}
AUCUUB,2,possible;not;A,possible;A,True,verify,modal,It is possible that it will {notA},It is possible that it will {A}
AUCUUB,3,possible;not;A,not;A,True,verify,modal,It is possible that it will {notA},It will {notA}
TIRYVV,0,possible;A,A,True,verify,modal,It is possible that it will {A},It will {A}
TIRYVV,1,possible;not;A,possible;A,False,verify,modal,It is possible that it will {notA},It is possible that it will {A}
TIRYVV,2,possible;A,possible;not;A,True,verify,modal,It is possible that it will {A},It is possible that it will {notA}
TIRYVV,3,possible;not;A,not;A,True,verify,modal,It is possible that it will {notA},It will {notA}
HFIWKL,0,possible;A,possible;not;A,True,verify,modal,It is possible that it will {A},It is possible that it will {notA}
HFIWKL,3,possible;not;A,possible;A,True,verify,modal,It is possible that it will {notA},It is possible that it will {A}
ZOYKQC,0,possible;A,possible;not;A,True,verify,modal,It is possible that it will {A},It is possible that it will {notA}
ZOYKQC,1,possible;not;A,not;A,False,verify,modal,It is possible that it will {notA},It will {notA}
ZOYKQC,2,possible;A,A,False,verify,modal,It is possible that it will {A},It will {A}
ZOYKQC,3,possible;not;A,possible;A,True,verify,modal,It is possible that it will {notA},It is possible that it will {A}
