id,sequence,response_type,choices,response,task,event,codeBedingung,codeTrialtype,codeTrialno,codePrämisse,codeLOROGL,condition_code 1 Neutral 2 Räumlich 3 Visuell,trial type_1 Con_2Incon,prämissen_1 gl./ungl._2 ungl./gl.,fact_type_1 absteigend_2 aufsteigend,mögliche Antwort,corr_err,korrektes Modell_1 Ja_0 Nein,konsistenzbewertung_1 Ja_0 Nein,korrekte Konsistenzbewertung_0 Nein_1 Ja,0 korrekt konsistent_1 korrekt inkonsistent_2 falsch konsistent_3 falsch inkonsistent,revidiertes Modell_0 nicht revidiert_1 Glaubwürdig_2 Unglaubwürdig_3 falsch revidiert-gespiegeltes falsches Modell_4 falsch revidiert-richtiges Modell,revidiertes Modell_0 nicht revidiert_1 LO verschoben_2 RO verschoben_falsch revidiert gespiegeltes Modell_4falsch revidiert richtiges Modell,revidiertes Modell_0 LO=Glaubwürdig_1 LO=Unglaubwürdig_2 RO=Glaubwürdig_3 RO=Unglaubwürdig,domain,task_enc
3,2,verify,Left;C;B,False,BAC,178_V_Incon_gu_aufab_modle_factab_revgri_lori_fact,_V,_I,ct,on_g,revgri_lori_fact,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,178_V_Incon_gu_aufab_modle_factab_revgri_lori_task
3,3,single-choice,ACB|CBA,CBA,BAC/Left;C;B,178_V_Incon_gu_aufab_modle_factab_revgri_lori_revmodel,_V,_I,el,on_g,ri_lori_revmodel,3,2,,1,right,C,1,0,1,1,1,1,1,spatial-relational,178_V_Incon_gu_aufab_modle_factab_revgri_lori_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Left;B;C,172_V_Incon_ug_abab_modle_factauf_revgle_lole_model,_V,_I,el,on_u,evgle_lole_model,3,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,172_V_Incon_ug_abab_modle_factauf_revgle_lole_task
3,2,verify,Right;A;C,False,ABC,172_V_Incon_ug_abab_modle_factauf_revgle_lole_fact,_V,_I,ct,on_u,revgle_lole_fact,3,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,172_V_Incon_ug_abab_modle_factauf_revgle_lole_task
3,3,single-choice,BCA|CAB,CAB,ABC/Right;A;C,172_V_Incon_ug_abab_modle_factauf_revgle_lole_revmodel,_V,_I,el,on_u,le_lole_revmodel,3,2,,2,left,E,1,0,1,1,2,1,2,spatial-relational,172_V_Incon_ug_abab_modle_factauf_revgle_lole_task
3,1,single-choice,CBA|ABC,ABC,Left;A;B/Right;C;B,167_V_Incon_gu_abauf_modri_factab_revgri_lori_model,_V,_I,el,on_g,evgri_lori_model,3,2,,1,right,C,1,0,1,1,1,1,1,spatial-relational,167_V_Incon_gu_abauf_modri_factab_revgri_lori_task
3,2,verify,Left;C;A,False,ABC,167_V_Incon_gu_abauf_modri_factab_revgri_lori_fact,_V,_I,ct,on_g,revgri_lori_fact,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,167_V_Incon_gu_abauf_modri_factab_revgri_lori_task
3,3,single-choice,BCA|CAB,CAB,ABC/Left;C;A,167_V_Incon_gu_abauf_modri_factab_revgri_lori_revmodel,_V,_I,el,on_g,ri_lori_revmodel,3,2,,1,right,C,1,0,1,1,1,1,1,spatial-relational,167_V_Incon_gu_abauf_modri_factab_revgri_lori_task
3,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,144_V_Con_ug_abab_modri_factab_revle_model,_V,_C,el,_ug_,ctab_revle_model,3,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,144_V_Con_ug_abab_modri_factab_revle_task
3,2,verify,Left;A;C,True,ABC,144_V_Con_ug_abab_modri_factab_revle_fact,_V,_C,ct,_ug_,actab_revle_fact,3,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,144_V_Con_ug_abab_modri_factab_revle_task
3,1,single-choice,CAB|BAC,CAB,Right;A;B/Left;A;C,110_R_Incon_ug_aufab_modri_factab_revgle_lori_model,_R,_I,el,on_u,evgle_lori_model,2,2,,1,right,E,0,1,0,2,0,0,0,spatial-relational,110_R_Incon_ug_aufab_modri_factab_revgle_lori_task
3,2,verify,Left;C;B,True,BAC,110_R_Incon_ug_aufab_modri_factab_revgle_lori_fact,_R,_I,ct,on_u,revgle_lori_fact,2,2,,1,left,E,0,1,0,2,0,0,0,spatial-relational,110_R_Incon_ug_aufab_modri_factab_revgle_lori_task
3,1,single-choice,CBA|ABC,CBA,Left;A;B/Left;B;C,24_N_Con_gu_abab_modri_factauf_revle_model,N_,Co,el,gu_a,tauf_revle_model,1,1,,2,right,E,0,0,0,3,1,1,1,spatial-relational,24_N_Con_gu_abab_modri_factauf_revle_task
3,2,verify,Right;C;A,False,ABC,24_N_Con_gu_abab_modri_factauf_revle_fact,N_,Co,ct,gu_a,ctauf_revle_fact,1,1,,2,right,E,0,0,0,3,1,1,1,spatial-relational,24_N_Con_gu_abab_modri_factauf_revle_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,99_R_Incon_gu_abauf_modle_factauf_revgle_lori_model,R_,In,el,n_gu,evgle_lori_model,2,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,99_R_Incon_gu_abauf_modle_factauf_revgle_lori_task
3,2,verify,Right;A;C,False,ABC,99_R_Incon_gu_abauf_modle_factauf_revgle_lori_fact,R_,In,ct,n_gu,revgle_lori_fact,2,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,99_R_Incon_gu_abauf_modle_factauf_revgle_lori_task
3,3,single-choice,CAB|BCA,BCA,ABC/Right;A;C,99_R_Incon_gu_abauf_modle_factauf_revgle_lori_revmodel,R_,In,el,n_gu,le_lori_revmodel,2,2,,2,left,E,1,0,1,1,2,1,2,spatial-relational,99_R_Incon_gu_abauf_modle_factauf_revgle_lori_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Left;B;C,108_R_Incon_ug_abab_modle_factauf_revgle_lole_model,_R,_I,el,on_u,evgle_lole_model,2,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,108_R_Incon_ug_abab_modle_factauf_revgle_lole_task
3,2,verify,Right;A;C,False,ABC,108_R_Incon_ug_abab_modle_factauf_revgle_lole_fact,_R,_I,ct,on_u,revgle_lole_fact,2,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,108_R_Incon_ug_abab_modle_factauf_revgle_lole_task
3,3,single-choice,BCA|CAB,BCA,ABC/Right;A;C,108_R_Incon_ug_abab_modle_factauf_revgle_lole_revmodel,_R,_I,el,on_u,le_lole_revmodel,2,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,108_R_Incon_ug_abab_modle_factauf_revgle_lole_task
3,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,13_N_Con_ug_aufauf_modri_factab_revri_model,N_,Co,el,ug_a,ctab_revri_model,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,13_N_Con_ug_aufauf_modri_factab_revri_task
3,2,verify,Left;B;C,True,BAC,13_N_Con_ug_aufauf_modri_factab_revri_fact,N_,Co,ct,ug_a,actab_revri_fact,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,13_N_Con_ug_aufauf_modri_factab_revri_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Left;B;C,180_V_Incon_gu_abab_modle_factab_revgle_lole_model,_V,_I,el,on_g,evgle_lole_model,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,180_V_Incon_gu_abab_modle_factab_revgle_lole_task
3,2,verify,Left;C;A,False,ABC,180_V_Incon_gu_abab_modle_factab_revgle_lole_fact,_V,_I,ct,on_g,revgle_lole_fact,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,180_V_Incon_gu_abab_modle_factab_revgle_lole_task
3,3,single-choice,CAB|BCA,CAB,ABC/Left;C;A,180_V_Incon_gu_abab_modle_factab_revgle_lole_revmodel,_V,_I,el,on_g,le_lole_revmodel,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,180_V_Incon_gu_abab_modle_factab_revgle_lole_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,25_N_Con_ug_aufauf_modle_factab_revle_model,N_,Co,el,ug_a,ctab_revle_model,1,1,,1,left,C,1,1,1,0,0,0,0,spatial-relational,25_N_Con_ug_aufauf_modle_factab_revle_task
3,2,verify,Left;B;C,True,BAC,25_N_Con_ug_aufauf_modle_factab_revle_fact,N_,Co,ct,ug_a,actab_revle_fact,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,25_N_Con_ug_aufauf_modle_factab_revle_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,97_R_Incon_gu_aufauf_modle_factauf_revgri_lole_model,R_,In,el,n_gu,evgri_lole_model,2,2,,2,left,C,1,0,1,1,1,2,3,spatial-relational,97_R_Incon_gu_aufauf_modle_factauf_revgri_lole_task
3,2,verify,Right;B;C,False,BAC,97_R_Incon_gu_aufauf_modle_factauf_revgri_lole_fact,R_,In,ct,n_gu,revgri_lole_fact,2,2,,2,left,C,1,0,1,1,1,2,3,spatial-relational,97_R_Incon_gu_aufauf_modle_factauf_revgri_lole_task
3,3,single-choice,ACB|CBA,CBA,BAC/Right;B;C,97_R_Incon_gu_aufauf_modle_factauf_revgri_lole_revmodel,R_,In,el,n_gu,ri_lole_revmodel,2,2,,2,right,C,1,0,1,1,1,2,3,spatial-relational,97_R_Incon_gu_aufauf_modle_factauf_revgri_lole_task
3,1,single-choice,CBA|ABC,ABC,Left;A;B/Right;C;B,135_V_Con_gu_abauf_modri_factab_revle_model,_V,_C,el,_gu_,ctab_revle_model,3,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,135_V_Con_gu_abauf_modri_factab_revle_task
3,2,verify,Left;A;C,True,ABC,135_V_Con_gu_abauf_modri_factab_revle_fact,_V,_C,ct,_gu_,actab_revle_fact,3,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,135_V_Con_gu_abauf_modri_factab_revle_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Left;A;C,170_V_Incon_ug_aufab_modle_factauf_revgri_lori_model,_V,_I,el,on_u,evgri_lori_model,3,2,,2,left,C,1,0,1,1,2,2,4,spatial-relational,170_V_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,2,verify,Right;B;C,False,BAC,170_V_Incon_ug_aufab_modle_factauf_revgri_lori_fact,_V,_I,ct,on_u,revgri_lori_fact,3,2,,2,left,C,1,0,1,1,2,2,4,spatial-relational,170_V_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,3,single-choice,CBA|ACB,CBA,BAC/Right;B;C,170_V_Incon_ug_aufab_modle_factauf_revgri_lori_revmodel,_V,_I,el,on_u,ri_lori_revmodel,3,2,,2,right,E,1,0,1,1,2,2,4,spatial-relational,170_V_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Left;B;C,84_R_Con_gu_abab_modle_factab_revri_model,R_,Co,el,gu_a,ctab_revri_model,2,1,,1,left,C,1,1,1,0,0,0,0,spatial-relational,84_R_Con_gu_abab_modle_factab_revri_task
3,2,verify,Left;A;C,True,ABC,84_R_Con_gu_abab_modle_factab_revri_fact,R_,Co,ct,gu_a,actab_revri_fact,2,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,84_R_Con_gu_abab_modle_factab_revri_task
3,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,16_N_Con_ug_abab_modri_factab_revle_model,N_,Co,el,ug_a,ctab_revle_model,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,16_N_Con_ug_abab_modri_factab_revle_task
3,2,verify,Left;A;C,True,ABC,16_N_Con_ug_abab_modri_factab_revle_fact,N_,Co,ct,ug_a,actab_revle_fact,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,16_N_Con_ug_abab_modri_factab_revle_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_model,N_,In,el,n_ug,evgri_lori_model,1,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_task
3,2,verify,Right;B;C,False,BAC,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_fact,N_,In,ct,n_ug,revgri_lori_fact,1,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_task
3,3,single-choice,CBA|ACB,ACB,BAC/Right;B;C,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_revmodel,N_,In,el,n_ug,ri_lori_revmodel,1,2,,2,right,C,1,0,1,1,1,1,1,spatial-relational,41_N_Incon_ug_aufauf_modle_factauf_revgri_lori_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_model,_V,_I,el,on_g,evgri_lori_model,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_task
3,2,verify,Left;C;B,False,BAC,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_fact,_V,_I,ct,on_g,revgri_lori_fact,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_task
3,3,single-choice,ACB|CBA,CBA,BAC/Left;C;B,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_revmodel,_V,_I,el,on_g,ri_lori_revmodel,3,2,,1,right,C,1,0,1,1,1,1,1,spatial-relational,177_V_Incon_gu_aufauf_modle_factab_revgri_lori_task
3,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,120_R_Incon_gu_abab_modri_factauf_revgri_lole_model,_R,_I,el,on_g,evgri_lole_model,2,2,,2,right,C,1,0,1,1,2,1,2,spatial-relational,120_R_Incon_gu_abab_modri_factauf_revgri_lole_task
3,2,verify,Right;A;C,False,ABC,120_R_Incon_gu_abab_modri_factauf_revgri_lole_fact,_R,_I,ct,on_g,revgri_lole_fact,2,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,120_R_Incon_gu_abab_modri_factauf_revgri_lole_task
3,3,single-choice,BCA|CAB,BCA,ABC/Right;A;C,120_R_Incon_gu_abab_modri_factauf_revgri_lole_revmodel,_R,_I,el,on_g,ri_lole_revmodel,2,2,,2,right,E,1,0,1,1,2,1,2,spatial-relational,120_R_Incon_gu_abab_modri_factauf_revgri_lole_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Left;A;C,138_V_Con_ug_aufab_modle_factauf_revle_model,_V,_C,el,_ug_,tauf_revle_model,3,1,,2,left,C,1,1,1,0,0,0,0,spatial-relational,138_V_Con_ug_aufab_modle_factauf_revle_task
3,2,verify,Right;C;B,True,BAC,138_V_Con_ug_aufab_modle_factauf_revle_fact,_V,_C,ct,_ug_,ctauf_revle_fact,3,1,,2,right,C,1,1,1,0,0,0,0,spatial-relational,138_V_Con_ug_aufab_modle_factauf_revle_task
3,1,single-choice,BAC|CAB,weiter,Right;A;B/Left;A;C,74_R_Con_ug_aufab_modle_factauf_revle_model,R_,Co,el,ug_a,tauf_revle_model,2,1,,2,left,E,0,1,1,0,0,0,0,spatial-relational,74_R_Con_ug_aufab_modle_factauf_revle_task
3,2,verify,Right;C;B,True,BAC,74_R_Con_ug_aufab_modle_factauf_revle_fact,R_,Co,ct,ug_a,ctauf_revle_fact,2,1,,2,right,C,0,1,1,0,0,0,0,spatial-relational,74_R_Con_ug_aufab_modle_factauf_revle_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,33_N_Incon_gu_aufauf_modle_factauf_revgri_lole_model,N_,In,el,n_gu,evgri_lole_model,1,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,33_N_Incon_gu_aufauf_modle_factauf_revgri_lole_task
3,2,verify,Right;B;C,False,BAC,33_N_Incon_gu_aufauf_modle_factauf_revgri_lole_fact,N_,In,ct,n_gu,revgri_lole_fact,1,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,33_N_Incon_gu_aufauf_modle_factauf_revgri_lole_task
3,3,single-choice,ACB|CBA,ACB,BAC/Right;B;C,33_N_Incon_gu_aufauf_modle_factauf_revgri_lole_revmodel,N_,In,el,n_gu,ri_lole_revmodel,1,2,,2,right,E,1,0,1,1,2,1,2,spatial-relational,33_N_Incon_gu_aufauf_modle_factauf_revgri_lole_task
3,1,single-choice,CAB|BAC,BAC,Right;A;B/Left;A;C,6_N_Con_gu_aufab_modri_factab_revri_model,_C,on,el,u_au,ctab_revri_model,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,6_N_Con_gu_aufab_modri_factab_revri_task
3,2,verify,Left;B;C,True,BAC,6_N_Con_gu_aufab_modri_factab_revri_fact,_C,on,ct,u_au,actab_revri_fact,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,6_N_Con_gu_aufab_modri_factab_revri_task
3,1,single-choice,CAB|BAC,BAC,Right;A;B/Left;A;C,118_R_Incon_gu_aufab_modri_factauf_revgle_lori_model,_R,_I,el,on_g,evgle_lori_model,2,2,,2,right,C,1,0,1,1,2,1,2,spatial-relational,118_R_Incon_gu_aufab_modri_factauf_revgle_lori_task
3,2,verify,Right;B;C,False,BAC,118_R_Incon_gu_aufab_modri_factauf_revgle_lori_fact,_R,_I,ct,on_g,revgle_lori_fact,2,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,118_R_Incon_gu_aufab_modri_factauf_revgle_lori_task
3,3,single-choice,CBA|ACB,ACB,BAC/Right;B;C,118_R_Incon_gu_aufab_modri_factauf_revgle_lori_revmodel,_R,_I,el,on_g,le_lori_revmodel,2,2,,2,left,E,1,0,1,1,2,1,2,spatial-relational,118_R_Incon_gu_aufab_modri_factauf_revgle_lori_task
3,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_model,_R,_I,el,on_g,evgle_lori_model,2,2,,2,right,C,1,0,1,1,2,1,2,spatial-relational,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_task
3,2,verify,Right;B;C,False,BAC,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_fact,_R,_I,ct,on_g,revgle_lori_fact,2,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_task
3,3,single-choice,CBA|ACB,ACB,BAC/Right;B;C,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_revmodel,_R,_I,el,on_g,le_lori_revmodel,2,2,,2,left,E,1,0,1,1,2,1,2,spatial-relational,117_R_Incon_gu_aufauf_modri_factauf_revgle_lori_task
3,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,165_V_Incon_gu_aufauf_modri_factab_revgle_lole_model,_V,_I,el,on_g,evgle_lole_model,3,2,,1,right,C,1,0,1,1,1,1,1,spatial-relational,165_V_Incon_gu_aufauf_modri_factab_revgle_lole_task
3,2,verify,Left;C;B,False,BAC,165_V_Incon_gu_aufauf_modri_factab_revgle_lole_fact,_V,_I,ct,on_g,revgle_lole_fact,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,165_V_Incon_gu_aufauf_modri_factab_revgle_lole_task
3,3,single-choice,CBA|ACB,CBA,BAC/Left;C;B,165_V_Incon_gu_aufauf_modri_factab_revgle_lole_revmodel,_V,_I,el,on_g,le_lole_revmodel,3,2,,1,left,C,1,0,1,1,1,1,1,spatial-relational,165_V_Incon_gu_aufauf_modri_factab_revgle_lole_task
3,1,single-choice,CAB|BAC,BAC,Right;A;B/Right;C;A,133_R_Con_gu_aufauf_modri_factab_revri_model,_R,_C,el,_gu_,ctab_revri_model,2,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,133_R_Con_gu_aufauf_modri_factab_revri_task
3,2,verify,Left;B;C,True,BAC,133_R_Con_gu_aufauf_modri_factab_revri_fact,_R,_C,ct,_gu_,actab_revri_fact,2,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,133_R_Con_gu_aufauf_modri_factab_revri_task
3,1,single-choice,CBA|ABC,ABC,Left;A;B/Left;B;C,56_N_Incon_gu_abab_modri_factauf_revgri_lole_model,N_,In,el,n_gu,evgri_lole_model,1,2,,2,right,C,1,0,1,1,2,1,2,spatial-relational,56_N_Incon_gu_abab_modri_factauf_revgri_lole_task
3,2,verify,Right;A;C,False,ABC,56_N_Incon_gu_abab_modri_factauf_revgri_lole_fact,N_,In,ct,n_gu,revgri_lole_fact,1,2,,2,left,C,1,0,1,1,2,1,2,spatial-relational,56_N_Incon_gu_abab_modri_factauf_revgri_lole_task
3,3,single-choice,BCA|CAB,BCA,ABC/Right;A;C,56_N_Incon_gu_abab_modri_factauf_revgri_lole_revmodel,N_,In,el,n_gu,ri_lole_revmodel,1,2,,2,right,E,1,0,1,1,2,1,2,spatial-relational,56_N_Incon_gu_abab_modri_factauf_revgri_lole_task
3,1,single-choice,CAB|BAC,BAC,Right;A;B/Left;A;C,142_V_Con_ug_aufab_modri_factab_revri_model,_V,_C,el,_ug_,ctab_revri_model,3,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,142_V_Con_ug_aufab_modri_factab_revri_task
3,2,verify,Left;B;C,True,BAC,142_V_Con_ug_aufab_modri_factab_revri_fact,_V,_C,ct,_ug_,actab_revri_fact,3,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,142_V_Con_ug_aufab_modri_factab_revri_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Left;B;C,148_V_Con_gu_abab_modle_factab_revri_model,_V,_C,el,_gu_,ctab_revri_model,3,1,,1,left,C,1,1,1,0,0,0,0,spatial-relational,148_V_Con_gu_abab_modle_factab_revri_task
3,2,verify,Left;A;C,True,ABC,148_V_Con_gu_abab_modle_factab_revri_fact,_V,_C,ct,_gu_,actab_revri_fact,3,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,148_V_Con_gu_abab_modle_factab_revri_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,83_R_Con_gu_abauf_modle_factab_revri_model,R_,Co,el,gu_a,ctab_revri_model,2,1,,1,left,C,1,1,1,0,0,0,0,spatial-relational,83_R_Con_gu_abauf_modle_factab_revri_task
3,2,verify,Left;A;C,True,ABC,83_R_Con_gu_abauf_modle_factab_revri_fact,R_,Co,ct,gu_a,actab_revri_fact,2,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,83_R_Con_gu_abauf_modle_factab_revri_task
3,1,single-choice,CBA|ABC,CBA,Left;A;B/Right;C;B,191_V_Incon_ug_abauf_modri_factauf_revgri_lori_model,_V,_I,el,on_u,evgri_lori_model,3,2,,2,right,E,0,0,1,1,2,2,4,spatial-relational,191_V_Incon_ug_abauf_modri_factauf_revgri_lori_task
3,2,verify,Right;A;C,False,ABC,191_V_Incon_ug_abauf_modri_factauf_revgri_lori_fact,_V,_I,ct,on_u,revgri_lori_fact,3,2,,2,left,C,0,0,1,1,2,2,4,spatial-relational,191_V_Incon_ug_abauf_modri_factauf_revgri_lori_task
3,3,single-choice,CAB|BCA,BCA,ABC/Right;A;C,191_V_Incon_ug_abauf_modri_factauf_revgri_lori_revmodel,_V,_I,el,on_u,ri_lori_revmodel,3,2,,2,right,C,0,0,1,1,2,2,4,spatial-relational,191_V_Incon_ug_abauf_modri_factauf_revgri_lori_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Right;C;A,89_R_Con_ug_aufauf_modle_factab_revle_model,R_,Co,el,ug_a,ctab_revle_model,2,1,,1,left,C,1,1,1,0,0,0,0,spatial-relational,89_R_Con_ug_aufauf_modle_factab_revle_task
3,2,verify,Left;B;C,True,BAC,89_R_Con_ug_aufauf_modle_factab_revle_fact,R_,Co,ct,ug_a,actab_revle_fact,2,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,89_R_Con_ug_aufauf_modle_factab_revle_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,3_N_Con_gu_abauf_modle_factauf_revri_model,_C,on,el,u_ab,tauf_revri_model,1,1,,2,left,C,1,1,1,0,0,0,0,spatial-relational,3_N_Con_gu_abauf_modle_factauf_revri_task
3,2,verify,Right;C;A,True,ABC,3_N_Con_gu_abauf_modle_factauf_revri_fact,_C,on,ct,u_ab,ctauf_revri_fact,1,1,,2,right,C,1,1,1,0,0,0,0,spatial-relational,3_N_Con_gu_abauf_modle_factauf_revri_task
3,1,single-choice,ABC|CBA,CBA,Left;A;B/Left;B;C,44_N_Incon_ug_abab_modle_factauf_revgle_lole_model,N_,In,el,n_ug,evgle_lole_model,1,2,,2,left,E,0,1,0,2,0,0,0,spatial-relational,44_N_Incon_ug_abab_modle_factauf_revgle_lole_task
3,2,verify,Right;A;C,True,ABC,44_N_Incon_ug_abab_modle_factauf_revgle_lole_fact,N_,In,ct,n_ug,revgle_lole_fact,1,2,,2,left,E,0,1,0,2,0,0,0,spatial-relational,44_N_Incon_ug_abab_modle_factauf_revgle_lole_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Left;A;C,42_N_Incon_ug_aufab_modle_factauf_revgri_lori_model,N_,In,el,n_ug,evgri_lori_model,1,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,42_N_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,2,verify,Right;B;C,False,BAC,42_N_Incon_ug_aufab_modle_factauf_revgri_lori_fact,N_,In,ct,n_ug,revgri_lori_fact,1,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,42_N_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,3,single-choice,CBA|ACB,ACB,BAC/Right;B;C,42_N_Incon_ug_aufab_modle_factauf_revgri_lori_revmodel,N_,In,el,n_ug,ri_lori_revmodel,1,2,,2,right,C,1,0,1,1,1,1,1,spatial-relational,42_N_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,1,single-choice,ABC|CBA,ABC,Left;A;B/Right;C;B,27_N_Con_ug_abauf_modle_factab_revri_model,N_,Co,el,ug_a,ctab_revri_model,1,1,,1,left,C,1,1,1,0,0,0,0,spatial-relational,27_N_Con_ug_abauf_modle_factab_revri_task
3,2,verify,Left;A;C,True,ABC,27_N_Con_ug_abauf_modle_factab_revri_fact,N_,Co,ct,ug_a,actab_revri_fact,1,1,,1,right,C,1,1,1,0,0,0,0,spatial-relational,27_N_Con_ug_abauf_modle_factab_revri_task
3,1,single-choice,BAC|CAB,BAC,Right;A;B/Left;A;C,106_R_Incon_ug_aufab_modle_factauf_revgri_lori_model,_R,_I,el,on_u,evgri_lori_model,2,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,106_R_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,2,verify,Right;B;C,False,BAC,106_R_Incon_ug_aufab_modle_factauf_revgri_lori_fact,_R,_I,ct,on_u,revgri_lori_fact,2,2,,2,left,C,1,0,1,1,1,1,1,spatial-relational,106_R_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,3,single-choice,CBA|ACB,ACB,BAC/Right;B;C,106_R_Incon_ug_aufab_modle_factauf_revgri_lori_revmodel,_R,_I,el,on_u,ri_lori_revmodel,2,2,,2,right,C,1,0,1,1,1,1,1,spatial-relational,106_R_Incon_ug_aufab_modle_factauf_revgri_lori_task
3,1,single-choice,CBA|ABC,ABC,Left;A;B/Right;C;B,159_V_Con_ug_abauf_modri_factauf_revle_model,_V,_C,el,_ug_,tauf_revle_model,3,1,,2,right,C,1,1,1,0,0,0,0,spatial-relational,159_V_Con_ug_abauf_modri_factauf_revle_task
